image_path,steering_angle,label
Circuito Invertido/turn_right/20250614_101032_864371.jpg,0.092,turn_right
Circuito Invertido/turn_left/20250614_101159_152887.jpg,-0.072,turn_left
Dark Section/straight/20250618_201823_427369.jpg,-0.028,straight
Circuito Medio Invertido/turn_right/20250614_102055_729916.jpg,0.088,turn_right
Circuito Normal/straight/20250614_094436_890344.jpg,-0.01,straight
Middle Section Normal/turn_left/20250616_211355_162404.jpg,-0.074,turn_left
Circuito Normal/straight/20250614_095002_522819.jpg,-0.02,straight
Circuito Invertido/straight/20250614_100450_907780.jpg,-0.008,straight
Maniobras/straight/20250621_112418_950084.jpg,0.0,straight
Dark Section Extra/straight/20250618_204801_083046.jpg,-0.004,straight
Circuito Normal/turn_left/20250614_095610_144620.jpg,-0.06,turn_left
Circuito Medio Invertido/turn_right/20250614_102005_416769.jpg,0.072,turn_right
Dark Section Extra/straight/20250618_204831_093214.jpg,0.0,straight
Circuito Invertido/straight/20250614_100158_200804.jpg,0.004,straight
Circuito Medio Invertido/turn_right/20250614_102141_108754.jpg,0.08,turn_right
Dark Section/turn_left/20250618_201902_097010.jpg,-0.07,turn_left
Circuito Invertido/straight/20250614_100418_199041.jpg,0.004,straight
Circuito Invertido/straight/20250614_100207_273389.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102233_753511.jpg,0.048,turn_right
Circuito Normal/turn_right/20250614_094007_685736.jpg,0.035,turn_right
Middle Section Normal/turn_right/20250616_211335_347466.jpg,0.07,turn_right
Circuito Normal/turn_left/20250614_095304_454985.jpg,-0.075,turn_left
Circuito Medio Normal/straight/20250614_101601_099780.jpg,0.0,straight
Dark Section/turn_left/20250618_201855_762805.jpg,-0.054,turn_left
Middle Section Normal Extra/turn_left/20250618_200010_744265.jpg,-0.076,turn_left
Circuito Normal/straight/20250614_094312_654633.jpg,0.005,straight
Circuito Normal/straight/20250614_095442_852644.jpg,-0.03,turn_left
Middle Section Normal/turn_left/20250616_211350_197672.jpg,-0.058,turn_left
Circuito Invertido/turn_right/20250614_100214_565649.jpg,0.084,turn_right
Circuito Invertido/turn_right/20250614_100817_917968.jpg,0.04,turn_right
Circuito Normal/straight/20250614_094547_229686.jpg,-0.02,straight
Circuito Normal/straight/20250614_095348_693680.jpg,0.0,straight
Circuito Medio Invertido/straight/20250614_102030_381445.jpg,0.004,straight
Middle Section Normal/turn_right/20250616_211128_218711.jpg,0.08,turn_right
Circuito Normal/straight/20250614_095028_350418.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_101935_024446.jpg,0.092,turn_right
Circuito Normal/straight/20250614_094434_081529.jpg,-0.005,straight
Middle Section Normal Extra/turn_left/20250618_195926_937768.jpg,-0.078,turn_left
Circuito Invertido/turn_right/20250614_100719_158657.jpg,0.092,turn_right
Circuito Normal/turn_left/20250614_094211_694311.jpg,-0.05,turn_left
Circuito Invertido/straight/20250614_100833_435236.jpg,-0.0,straight
Middle Section Normal/turn_right/20250616_211225_401845.jpg,0.036,turn_right
Circuito Invertido/straight/20250614_100538_687739.jpg,-0.008,straight
Dark Section/turn_left/20250618_201837_843357.jpg,-0.054,turn_left
Circuito Normal/turn_left/20250614_095016_075717.jpg,-0.04,turn_left
Circuito Invertido/turn_right/20250614_100818_577080.jpg,0.04,turn_right
Middle Section Normal Extra/straight/20250618_195652_542944.jpg,0.02,straight
Middle Section Normal/turn_left/20250616_211400_436083.jpg,-0.074,turn_left
Middle Section Normal Extra/turn_left/20250618_195929_765017.jpg,-0.078,turn_left
Circuito Normal/straight/20250614_095331_870927.jpg,0.01,straight
Circuito Normal/turn_left/20250614_095103_043427.jpg,-0.065,turn_left
Maniobras/straight/20250621_112329_249859.jpg,-0.008,straight
Circuito Normal/straight/20250614_094419_036730.jpg,-0.01,straight
Circuito Medio Normal/straight/20250614_101633_317833.jpg,0.008,straight
Maniobras/turn_left/20250621_112500_328661.jpg,-0.186,turn_left
Circuito Invertido/turn_left/20250614_100038_649310.jpg,-0.24,turn_left
Middle Section Normal Extra/turn_right/20250618_195756_716363.jpg,0.096,turn_right
Middle Section Normal/turn_right/20250616_211334_668799.jpg,0.07,turn_right
Circuito Normal/straight/20250614_094351_188834.jpg,0.0,straight
Circuito Invertido/straight/20250614_101231_867799.jpg,-0.0,straight
Circuito Medio Normal/turn_left/20250614_101700_259125.jpg,-0.072,turn_left
Circuito Invertido/straight/20250614_100201_523603.jpg,0.0,straight
Circuito Normal/straight/20250614_095428_914113.jpg,0.0,straight
Middle Section Normal/turn_left/20250616_211310_414935.jpg,-0.058,turn_left
Middle Section Normal Extra/turn_left/20250618_195804_401542.jpg,-0.056,turn_left
Circuito Invertido/straight/20250614_100407_147956.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211157_166500.jpg,0.1,turn_right
Maniobras/turn_right/20250621_112449_818989.jpg,0.176,turn_right
Circuito Invertido/turn_right/20250614_100219_176040.jpg,0.036,turn_right
Circuito Invertido/turn_right/20250614_100146_410042.jpg,0.072,turn_right
Circuito Normal/turn_left/20250614_094322_726027.jpg,-0.075,turn_left
Circuito Normal/turn_left/20250614_095231_433032.jpg,-0.065,turn_left
Circuito Invertido/turn_right/20250614_100815_929419.jpg,0.04,turn_right
Circuito Invertido/straight/20250614_100949_353562.jpg,-0.0,straight
Circuito Normal/straight/20250614_094342_581247.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_101923_387145.jpg,0.044,turn_right
Maniobras/turn_left/20250621_112446_308530.jpg,-0.054,turn_left
Middle Section Normal/turn_right/20250616_211332_848243.jpg,0.07,turn_right
Circuito Medio Normal/turn_left/20250614_101607_445218.jpg,-0.06,turn_left
Maniobras/turn_right/20250621_112449_642013.jpg,0.194,turn_right
Circuito Normal/turn_left/20250614_094704_940545.jpg,-0.065,turn_left
Middle Section Normal Extra/turn_right/20250618_195914_070428.jpg,0.104,turn_right
Circuito Medio Normal/straight/20250614_101528_857163.jpg,0.004,straight
Circuito Normal/straight/20250614_094921_797997.jpg,-0.025,straight
Circuito Medio Invertido/turn_right/20250614_102243_627268.jpg,0.068,turn_right
Circuito Medio Invertido/turn_right/20250614_102019_876663.jpg,0.052,turn_right
Circuito Medio Invertido/straight/20250614_102120_418604.jpg,0.008,straight
Circuito Medio Invertido/turn_right/20250614_102304_573262.jpg,0.08,turn_right
Middle Section Normal Extra/turn_right/20250618_195957_856958.jpg,0.066,turn_right
Circuito Invertido/straight/20250614_100120_596765.jpg,-0.004,straight
Middle Section Normal Extra/turn_left/20250618_195939_405271.jpg,-0.06,turn_left
Circuito Invertido/turn_right/20250614_101155_128846.jpg,0.032,turn_right
Circuito Medio Invertido/turn_right/20250614_102025_044835.jpg,0.092,turn_right
Circuito Normal/turn_left/20250614_094709_548830.jpg,-0.035,turn_left
Circuito Invertido/turn_right/20250614_100526_078511.jpg,0.052,turn_right
Circuito Medio Invertido/turn_right/20250614_102026_557634.jpg,0.068,turn_right
Circuito Invertido/turn_right/20250614_100717_325127.jpg,0.068,turn_right
Middle Section Normal Extra/straight/20250618_195801_265632.jpg,0.024,straight
Middle Section Normal Extra/turn_left/20250618_195629_984613.jpg,-0.08,turn_left
Circuito Medio Normal/straight/20250614_101620_742515.jpg,-0.004,straight
Circuito Medio Normal/turn_left/20250614_101643_776889.jpg,-0.076,turn_left
Circuito Normal/turn_left/20250614_094725_073774.jpg,-0.075,turn_left
Circuito Medio Normal/turn_left/20250614_101747_242754.jpg,-0.06,turn_left
Circuito Normal/straight/20250614_095603_979435.jpg,0.0,straight
Circuito Normal/turn_left/20250614_095110_666940.jpg,-0.055,turn_left
Circuito Normal/turn_left/20250614_095109_011855.jpg,-0.04,turn_left
Circuito Normal/turn_left/20250614_094134_542231.jpg,-0.055,turn_left
Circuito Normal/turn_left/20250614_094406_076406.jpg,-0.08,turn_left
Circuito Invertido/straight/20250614_101037_312112.jpg,0.008,straight
Dark Section Extra/turn_left/20250618_204813_541160.jpg,-0.054,turn_left
Circuito Normal/straight/20250614_095640_983924.jpg,-0.005,straight
Circuito Medio Invertido/turn_right/20250614_102212_532393.jpg,0.076,turn_right
Circuito Normal/straight/20250614_095211_166385.jpg,0.005,straight
Circuito Invertido/turn_right/20250614_100817_766219.jpg,0.04,turn_right
Circuito Invertido/straight/20250614_100632_559512.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_101156_162230.jpg,0.032,turn_right
Circuito Invertido/turn_left/20250614_101204_467399.jpg,-0.048,turn_left
Circuito Normal/turn_left/20250614_094614_471352.jpg,-0.07,turn_left
Circuito Invertido/straight/20250614_101058_328857.jpg,-0.0,straight
Circuito Normal/straight/20250614_095651_576846.jpg,-0.005,straight
Circuito Invertido/turn_right/20250614_100351_736941.jpg,0.032,turn_right
Circuito Invertido/turn_right/20250614_100643_010514.jpg,0.036,turn_right
Circuito Normal/straight/20250614_094229_078273.jpg,-0.03,turn_left
Circuito Medio Invertido/turn_right/20250614_102142_609587.jpg,0.08,turn_right
Circuito Invertido/turn_right/20250614_101145_767503.jpg,0.08,turn_right
Dark Section/turn_left/20250618_201743_363177.jpg,-0.078,turn_left
Circuito Normal/turn_left/20250614_095106_523633.jpg,-0.09,turn_left
Circuito Invertido/turn_left/20250614_101200_318631.jpg,-0.072,turn_left
Circuito Normal/turn_right/20250614_095054_411242.jpg,0.07,turn_right
Circuito Invertido/straight/20250614_100330_207505.jpg,-0.004,straight
Circuito Invertido/turn_right/20250614_100904_121402.jpg,0.096,turn_right
Circuito Invertido/straight/20250614_100853_696566.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_095115_302155.jpg,-0.07,turn_left
Middle Section Normal Extra/turn_right/20250618_195603_816161.jpg,0.056,turn_right
Circuito Normal/straight/20250614_094028_860315.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101646_623029.jpg,-0.08,turn_left
Dark Section Extra/straight/20250618_204833_766544.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_101950_104590.jpg,0.072,turn_right
Circuito Normal/straight/20250614_094040_787116.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100654_126096.jpg,0.084,turn_right
Middle Section Normal/turn_left/20250616_211030_155485.jpg,-0.066,turn_left
Circuito Medio Invertido/turn_right/20250614_102258_406764.jpg,0.04,turn_right
Maniobras/straight/20250621_112412_091108.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100655_797865.jpg,0.084,turn_right
Middle Section Normal Extra/turn_left/20250618_200107_228380.jpg,-0.058,turn_left
Circuito Normal/turn_left/20250614_094924_460723.jpg,-0.08,turn_left
Circuito Invertido/straight/20250614_100849_886727.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_100357_213751.jpg,0.032,turn_right
Circuito Normal/turn_left/20250614_094534_679260.jpg,-0.035,turn_left
Middle Section Normal Extra/turn_left/20250618_195935_931274.jpg,-0.06,turn_left
Maniobras/turn_left/20250621_112154_471933.jpg,-0.03,turn_left
Maniobras/straight/20250621_112334_096913.jpg,-0.014,straight
Circuito Normal/turn_left/20250614_094758_509442.jpg,-0.055,turn_left
Circuito Invertido/turn_right/20250614_100230_399766.jpg,0.076,turn_right
Circuito Normal/straight/20250614_094445_150579.jpg,0.015,straight
Circuito Medio Normal/turn_left/20250614_101555_968058.jpg,-0.056,turn_left
Circuito Normal/turn_left/20250614_094112_770973.jpg,-0.04,turn_left
Circuito Medio Invertido/straight/20250614_102045_585389.jpg,0.008,straight
Middle Section Normal Extra/turn_right/20250618_195957_725050.jpg,0.066,turn_right
Circuito Normal/straight/20250614_094736_337495.jpg,-0.01,straight
Maniobras/straight/20250621_112152_780535.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100257_278323.jpg,0.072,turn_right
Circuito Invertido/straight/20250614_100148_230239.jpg,-0.004,straight
Middle Section Normal Extra/turn_left/20250618_195622_629900.jpg,-0.1,turn_left
Circuito Invertido/straight/20250614_100629_892928.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101640_454117.jpg,-0.064,turn_left
Circuito Normal/turn_left/20250614_093955_604858.jpg,-0.035,turn_left
Circuito Medio Normal/turn_left/20250614_101752_939096.jpg,-0.064,turn_left
Circuito Invertido/turn_right/20250614_100726_155286.jpg,0.08,turn_right
Circuito Medio Invertido/straight/20250614_102134_284987.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_095700_311917.jpg,-0.07,turn_left
Circuito Invertido/turn_right/20250614_100355_722316.jpg,0.032,turn_right
Circuito Medio Invertido/turn_right/20250614_102144_787112.jpg,0.08,turn_right
Circuito Invertido/turn_right/20250614_100608_868744.jpg,0.08,turn_right
Maniobras/turn_right/20250621_112508_633028.jpg,0.03,straight
Circuito Normal/straight/20250614_094441_520115.jpg,-0.005,straight
Circuito Medio Invertido/turn_right/20250614_101918_365869.jpg,0.08,turn_right
Circuito Medio Invertido/turn_right/20250614_102123_100060.jpg,0.056,turn_right
Circuito Normal/straight/20250614_094310_003638.jpg,0.005,straight
Circuito Invertido/turn_right/20250614_100908_117691.jpg,0.096,turn_right
Maniobras/turn_left/20250621_112445_823029.jpg,-0.114,turn_left
Circuito Invertido/straight/20250614_100058_426868.jpg,-0.004,straight
Circuito Invertido/turn_right/20250614_101030_366788.jpg,0.04,turn_right
Circuito Invertido/turn_right/20250614_100107_372990.jpg,0.08,turn_right
Circuito Normal/turn_right/20250614_093957_431765.jpg,0.055,turn_right
Circuito Normal/straight/20250614_094825_591365.jpg,-0.025,straight
Circuito Normal/turn_left/20250614_094637_937308.jpg,-0.08,turn_left
Dark Section Extra/turn_right/20250618_204835_631828.jpg,0.05,turn_right
Circuito Normal/turn_left/20250614_094249_161716.jpg,-0.055,turn_left
Dark Section/turn_left/20250618_201901_087620.jpg,-0.07,turn_left
Circuito Invertido/straight/20250614_100424_660874.jpg,0.004,straight
Middle Section Normal/turn_left/20250616_211343_756854.jpg,-0.082,turn_left
Maniobras/turn_right/20250621_112535_224292.jpg,0.076,turn_right
Circuito Invertido/straight/20250614_100211_433354.jpg,0.024,straight
Circuito Normal/turn_left/20250614_095041_608286.jpg,-0.075,turn_left
Middle Section Normal Extra/straight/20250618_195903_125576.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102140_952932.jpg,0.08,turn_right
Circuito Medio Normal/turn_left/20250614_101612_927820.jpg,-0.076,turn_left
Middle Section Normal Extra/turn_right/20250618_195655_326068.jpg,0.046,turn_right
Circuito Invertido/straight/20250614_100246_832501.jpg,0.004,straight
Circuito Normal/straight/20250614_094309_178509.jpg,0.005,straight
Middle Section Normal/turn_right/20250616_211335_009997.jpg,0.07,turn_right
Circuito Medio Invertido/turn_right/20250614_102247_268047.jpg,0.1,turn_right
Circuito Normal/turn_right/20250614_095531_535133.jpg,0.055,turn_right
Circuito Normal/turn_left/20250614_094923_955468.jpg,-0.08,turn_left
Circuito Medio Invertido/turn_right/20250614_101948_935131.jpg,0.072,turn_right
Middle Section Normal Extra/turn_right/20250618_195702_078242.jpg,0.09,turn_right
Circuito Medio Normal/straight/20250614_101524_543697.jpg,0.004,straight
Middle Section Normal/turn_right/20250616_211156_501964.jpg,0.052,turn_right
Circuito Normal/turn_left/20250614_095534_346530.jpg,-0.065,turn_left
Circuito Invertido/straight/20250614_101235_672497.jpg,-0.0,straight
Circuito Medio Invertido/turn_right/20250614_102300_241157.jpg,0.08,turn_right
Circuito Normal/straight/20250614_094958_730256.jpg,-0.01,straight
Circuito Normal/straight/20250614_095751_512296.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100530_679566.jpg,0.06,turn_right
Middle Section Normal Extra/turn_right/20250618_195608_266860.jpg,0.09,turn_right
Circuito Invertido/turn_right/20250614_100528_364276.jpg,0.104,turn_right
Circuito Normal/straight/20250614_095217_442017.jpg,0.015,straight
Circuito Normal/turn_left/20250614_094644_550153.jpg,-0.055,turn_left
Dark Section Extra/turn_left/20250618_204813_203200.jpg,-0.054,turn_left
Circuito Medio Invertido/straight/20250614_101955_754912.jpg,0.016,straight
Circuito Medio Invertido/turn_right/20250614_101937_024709.jpg,0.084,turn_right
Circuito Normal/straight/20250614_094058_000911.jpg,-0.02,straight
Circuito Invertido/straight/20250614_101242_787509.jpg,0.024,straight
Circuito Normal/turn_left/20250614_094719_972231.jpg,-0.065,turn_left
Dark Section Extra/turn_left/20250618_204812_536672.jpg,-0.054,turn_left
Circuito Invertido/turn_right/20250614_100350_742407.jpg,0.032,turn_right
Circuito Normal/straight/20250614_094620_428487.jpg,0.02,straight
Circuito Normal/turn_right/20250614_094624_239554.jpg,0.06,turn_right
Middle Section Normal/turn_left/20250616_211207_242373.jpg,-0.05,turn_left
Circuito Normal/straight/20250614_095604_816749.jpg,0.0,straight
Middle Section Normal/turn_right/20250616_211013_351901.jpg,0.092,turn_right
Circuito Medio Normal/turn_left/20250614_101751_446322.jpg,-0.064,turn_left
Circuito Invertido/turn_right/20250614_101030_698605.jpg,0.06,turn_right
Circuito Invertido/straight/20250614_100851_368371.jpg,-0.0,straight
Circuito Invertido/turn_right/20250614_100656_615383.jpg,0.064,turn_right
Circuito Normal/straight/20250614_095023_529831.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_101951_265768.jpg,0.088,turn_right
Circuito Invertido/turn_right/20250614_100441_480932.jpg,0.084,turn_right
Middle Section Normal Extra/turn_right/20250618_195755_503859.jpg,0.096,turn_right
Dark Section Extra/straight/20250618_204919_069571.jpg,-0.028,straight
Circuito Invertido/turn_right/20250614_100441_809142.jpg,0.076,turn_right
Maniobras/turn_right/20250621_112448_987985.jpg,0.172,turn_right
Circuito Normal/straight/20250614_095035_975653.jpg,-0.005,straight
Circuito Normal/straight/20250614_094430_287362.jpg,-0.005,straight
Circuito Normal/turn_left/20250614_094639_430601.jpg,-0.08,turn_left
Circuito Medio Invertido/straight/20250614_101914_383286.jpg,-0.004,straight
Middle Section Normal Extra/turn_right/20250618_200103_559395.jpg,0.072,turn_right
Circuito Medio Normal/turn_left/20250614_101735_432794.jpg,-0.068,turn_left
Middle Section Normal Extra/turn_right/20250618_195915_888723.jpg,0.09,turn_right
Maniobras/turn_right/20250621_112508_113045.jpg,0.03,straight
Dark Section/turn_left/20250618_201835_029036.jpg,-0.106,turn_left
Maniobras/straight/20250621_112600_207618.jpg,0.0,straight
Circuito Medio Normal/straight/20250614_101455_143359.jpg,-0.004,straight
Circuito Normal/turn_left/20250614_095613_972559.jpg,-0.085,turn_left
Circuito Normal/turn_left/20250614_095117_461194.jpg,-0.04,turn_left
Middle Section Normal Extra/turn_left/20250618_195939_891973.jpg,-0.06,turn_left
Circuito Invertido/turn_right/20250614_101243_297291.jpg,0.04,turn_right
Middle Section Normal Extra/turn_left/20250618_195811_326880.jpg,-0.072,turn_left
Circuito Invertido/turn_right/20250614_100351_236980.jpg,0.032,turn_right
Middle Section Normal/turn_left/20250616_211213_849226.jpg,-0.06,turn_left
Middle Section Normal Extra/straight/20250618_195613_036083.jpg,0.028,straight
Circuito Invertido/straight/20250614_101139_227741.jpg,0.012,straight
Circuito Invertido/turn_right/20250614_100253_620747.jpg,0.076,turn_right
Circuito Invertido/turn_right/20250614_100727_479477.jpg,0.08,turn_right
Circuito Medio Normal/straight/20250614_101526_030967.jpg,0.004,straight
Middle Section Normal Extra/turn_right/20250618_195659_475647.jpg,0.09,turn_right
Circuito Normal/straight/20250614_094544_109707.jpg,-0.015,straight
Middle Section Normal Extra/turn_left/20250618_195726_206612.jpg,-0.066,turn_left
Dark Section/straight/20250618_201733_235659.jpg,0.0,straight
Circuito Normal/straight/20250614_094310_668120.jpg,0.005,straight
Circuito Normal/straight/20250614_095428_096161.jpg,0.0,straight
Circuito Normal/turn_right/20250614_095528_057186.jpg,0.115,turn_right
Circuito Normal/straight/20250614_094840_109903.jpg,-0.02,straight
Maniobras/turn_right/20250621_112429_989581.jpg,0.102,turn_right
Middle Section Normal Extra/turn_left/20250618_195715_496243.jpg,-0.054,turn_left
Circuito Normal/turn_left/20250614_094017_960228.jpg,-0.05,turn_left
Circuito Normal/turn_left/20250614_093955_275831.jpg,-0.035,turn_left
Middle Section Normal/turn_right/20250616_211336_825953.jpg,0.102,turn_right
Circuito Normal/straight/20250614_094442_017468.jpg,-0.005,straight
Circuito Invertido/straight/20250614_101205_630473.jpg,-0.004,straight
Middle Section Normal Extra/turn_left/20250618_195919_783873.jpg,-0.058,turn_left
Circuito Medio Invertido/straight/20250614_101926_570691.jpg,-0.008,straight
Circuito Invertido/turn_right/20250614_100653_458151.jpg,0.108,turn_right
Circuito Normal/turn_left/20250614_094629_340940.jpg,-0.09,turn_left
Middle Section Normal Extra/turn_left/20250618_195811_002537.jpg,-0.072,turn_left
Circuito Medio Invertido/straight/20250614_102131_460470.jpg,0.008,straight
Circuito Normal/turn_right/20250614_093959_394284.jpg,0.04,turn_right
Circuito Normal/straight/20250614_095033_306379.jpg,-0.01,straight
Circuito Medio Invertido/straight/20250614_101942_316082.jpg,-0.008,straight
Circuito Normal/straight/20250614_094218_324646.jpg,0.0,straight
Circuito Medio Invertido/turn_right/20250614_102126_787228.jpg,0.108,turn_right
Maniobras/turn_right/20250621_112534_896941.jpg,0.076,turn_right
Circuito Medio Normal/turn_left/20250614_101519_561288.jpg,-0.072,turn_left
Maniobras/turn_right/20250621_112408_940079.jpg,0.06,turn_right
Circuito Normal/straight/20250614_095253_588860.jpg,0.02,straight
Circuito Normal/turn_left/20250614_094724_748191.jpg,-0.085,turn_left
Circuito Invertido/turn_left/20250614_100735_930943.jpg,-0.068,turn_left
Circuito Normal/straight/20250614_095051_736811.jpg,-0.005,straight
Circuito Normal/straight/20250614_095340_782855.jpg,0.0,straight
Middle Section Normal Extra/turn_left/20250618_195719_300007.jpg,-0.08,turn_left
Circuito Normal/straight/20250614_095617_426729.jpg,-0.025,straight
Circuito Medio Normal/straight/20250614_101739_413103.jpg,-0.008,straight
Middle Section Normal/turn_right/20250616_211226_889170.jpg,0.036,turn_right
Circuito Normal/straight/20250614_094804_304998.jpg,-0.005,straight
Circuito Normal/turn_right/20250614_095059_049677.jpg,0.07,turn_right
Circuito Normal/straight/20250614_095024_191992.jpg,0.0,straight
Dark Section/turn_left/20250618_201921_919488.jpg,-0.1,turn_left
Circuito Medio Normal/straight/20250614_101544_151097.jpg,0.0,straight
Circuito Normal/turn_right/20250614_093957_431765.jpg,0.055,turn_right
Circuito Invertido/straight/20250614_100837_815140.jpg,-0.0,straight
Middle Section Normal Extra/turn_left/20250618_200120_077799.jpg,-0.114,turn_left
Circuito Normal/straight/20250614_094844_919550.jpg,-0.005,straight
Maniobras/turn_left/20250621_112358_984301.jpg,-0.08,turn_left
Circuito Invertido/turn_right/20250614_100718_987875.jpg,0.092,turn_right
Circuito Medio Invertido/turn_right/20250614_102040_752785.jpg,0.092,turn_right
Circuito Invertido/turn_right/20250614_101036_172246.jpg,0.064,turn_right
Middle Section Normal Extra/straight/20250618_195951_993077.jpg,0.018,straight
Circuito Normal/turn_left/20250614_094904_415494.jpg,-0.04,turn_left
Circuito Normal/turn_left/20250614_095041_608286.jpg,-0.075,turn_left
Circuito Invertido/straight/20250614_100557_578836.jpg,0.0,straight
Maniobras/turn_right/20250621_112231_478704.jpg,0.038,turn_right
Circuito Normal/straight/20250614_095734_204158.jpg,0.0,straight
Circuito Invertido/straight/20250614_100036_313905.jpg,0.0,straight
Circuito Invertido/turn_right/20250614_100607_692381.jpg,0.132,turn_right
Circuito Medio Invertido/turn_right/20250614_102232_428149.jpg,0.072,turn_right
Circuito Invertido/turn_right/20250614_100233_885567.jpg,0.084,turn_right
Middle Section Normal Extra/turn_left/20250618_195724_163179.jpg,-0.066,turn_left
Circuito Normal/turn_left/20250614_094406_935788.jpg,-0.055,turn_left
Circuito Normal/straight/20250614_094301_091315.jpg,-0.015,straight
Dark Section Extra/turn_left/20250618_204959_751448.jpg,-0.056,turn_left
Circuito Invertido/turn_right/20250614_100726_302895.jpg,0.08,turn_right
Dark Section Extra/turn_left/20250618_204926_406827.jpg,-0.068,turn_left
Circuito Invertido/straight/20250614_100858_848857.jpg,-0.0,straight
Circuito Invertido/straight/20250614_100057_447457.jpg,0.008,straight
Circuito Invertido/straight/20250614_100318_742247.jpg,0.004,straight
Maniobras/straight/20250621_112226_512431.jpg,-0.002,straight
Circuito Invertido/straight/20250614_100425_490139.jpg,0.004,straight
Circuito Invertido/turn_right/20250614_100814_930021.jpg,0.04,turn_right
Circuito Normal/straight/20250614_095351_001541.jpg,0.0,straight
Circuito Medio Normal/turn_left/20250614_101535_834066.jpg,-0.08,turn_left
Circuito Normal/straight/20250614_095239_697956.jpg,0.0,straight
Circuito Medio Invertido/straight/20250614_102250_589689.jpg,0.012,straight
Circuito Normal/turn_left/20250614_094645_214651.jpg,-0.055,turn_left
Circuito Invertido/turn_right/20250614_101147_797876.jpg,0.104,turn_right
Middle Section Normal/turn_right/20250616_211233_333581.jpg,0.09,turn_right
Circuito Normal/straight/20250614_095330_874921.jpg,-0.025,straight
Circuito Medio Invertido/straight/20250614_102017_371713.jpg,-0.0,straight
Circuito Medio Normal/turn_left/20250614_101607_445218.jpg,-0.06,turn_left
Middle Section Normal/turn_right/20250616_211333_028676.jpg,0.07,turn_right
Circuito Medio Invertido/turn_right/20250614_102215_691429.jpg,0.076,turn_right
Maniobras/turn_right/20250621_112450_818364.jpg,0.074,turn_right
Circuito Normal/turn_left/20250614_094210_847990.jpg,-0.075,turn_left
Middle Section Normal/turn_left/20250616_211114_022932.jpg,-0.064,turn_left
Circuito Medio Invertido/straight/20250614_101957_277582.jpg,0.004,straight
Circuito Invertido/turn_left/20250614_100307_577294.jpg,-0.048,turn_left
Circuito Medio Normal/turn_left/20250614_101718_946441.jpg,-0.068,turn_left
Circuito Medio Normal/straight/20250614_101454_318591.jpg,-0.004,straight
Middle Section Normal Extra/turn_right/20250618_195953_713671.jpg,0.038,turn_right
Circuito Invertido/straight/20250614_100555_752078.jpg,0.0,straight
Circuito Normal/straight/20250614_095026_699320.jpg,0.0,straight
Circuito Normal/straight/20250614_095210_998302.jpg,0.005,straight
Circuito Invertido/straight/20250614_100855_524596.jpg,-0.0,straight
Middle Section Normal/straight/20250616_211304_673312.jpg,-0.008,straight
Circuito Normal/turn_left/20250614_095440_014168.jpg,-0.05,turn_left
Circuito Invertido/turn_right/20250614_100233_052203.jpg,0.096,turn_right
Middle Section Normal/turn_left/20250616_211210_214764.jpg,-0.08,turn_left
Circuito Invertido/straight/20250614_100235_376923.jpg,0.02,straight
Circuito Medio Invertido/turn_right/20250614_102025_872744.jpg,0.092,turn_right
Middle Section Normal Extra/turn_left/20250618_195925_781593.jpg,-0.084,turn_left
Circuito Normal/straight/20250614_094255_454811.jpg,0.005,straight
Circuito Medio Invertido/straight/20250614_102016_874552.jpg,-0.0,straight
Circuito Normal/turn_left/20250614_095627_292418.jpg,-0.06,turn_left
Dark Section Extra/straight/20250618_204936_776943.jpg,0.014,straight
Circuito Normal/straight/20250614_094809_885531.jpg,0.02,straight
Dark Section/turn_left/20250618_201924_417977.jpg,-0.086,turn_left
Circuito Normal/turn_left/20250614_094359_778262.jpg,-0.08,turn_left
Middle Section Normal/turn_right/20250616_211129_857865.jpg,0.08,turn_right
Circuito Invertido/turn_right/20250614_101034_674245.jpg,0.092,turn_right
Circuito Normal/straight/20250614_094523_982524.jpg,0.015,straight
Circuito Invertido/turn_right/20250614_100229_237594.jpg,0.076,turn_right
Middle Section Normal/turn_left/20250616_211118_482761.jpg,-0.042,turn_left
Middle Section Normal Extra/turn_left/20250618_195724_339827.jpg,-0.066,turn_left
Circuito Normal/straight/20250614_095444_176787.jpg,-0.03,turn_left
Circuito Medio Invertido/straight/20250614_102205_757788.jpg,0.004,straight
Middle Section Normal/turn_right/20250616_211010_049604.jpg,0.062,turn_right
